,S&P 500,NASDAQ,Dow Jones,FTSE 100,Nikkei 225,DAX
2015-05-08,1828.8174831171311,2833.4680402906765,1873.2972614921096,3281.565567193155,2031.4093260203651,2545.6314315170525
2015-05-11,1781.1452603246037,2852.485239341744,1886.5630515879334,3255.7503973497955,1991.615871490929,2549.2175458718793
2015-05-12,1788.1658374027709,2871.830009173983,1867.2345412118364,3311.1488117905546,1971.453395600112,2553.9062044994134
2015-05-13,1781.9665685392486,2850.133838495649,1880.9673330799635,3381.5640643601764,1978.9774332903326,2518.1927776878456
2015-05-14,1777.6878284388156,2877.049901386676,1879.046323584278,3382.105054283085,1983.8995395571847,2511.639925665855
2015-05-15,1786.614481099118,2860.294985939432,1880.4370419823185,3366.735518628204,1969.2119299114242,2506.815024903082
2015-05-18,1784.5302501065173,2868.949323823488,1864.7375322098878,3362.5953706931073,1984.710454500311,2487.2683677744676
2015-05-19,1789.250881761097,2893.907345520217,1858.203676776259,3388.2964830321775,1980.6054138244585,2489.040729400806
2015-05-20,1753.9572969016192,2894.375238479434,1839.986563476741,3433.2807753038264,1999.1341186205082,2479.597271101899
2015-05-21,1738.292922839227,2908.9834449947593,1821.0669218611035,3454.5827924735104,2024.3230202099494,2482.8198827814176
2015-05-22,1763.5697212654538,2895.4196634449354,1828.8473874728995,3459.829634828674,2030.9721010799997,2487.0819022786345
2015-05-25,1764.1304384410303,2891.1888375618178,1823.2735851931411,3513.4001497953705,2043.2777149307178,2464.5636361626644
2015-05-26,1735.4990971743784,2886.6980491394947,1800.4989846567983,3504.184369469609,2031.8777095628548,2455.982788145331
2015-05-27,1717.7655594582961,2866.610715575964,1840.6100059049788,3542.087000940586,2051.036888474395,2459.128758067363
2015-05-28,1701.5897125168717,2863.002583448795,1820.8464852863165,3533.6867232092577,2056.5548135654744,2489.504065594041
2015-05-29,1704.2006443866637,2820.128397138269,1841.6623298333186,3550.723192886136,2051.5446762703787,2497.1670636142712
2015-06-01,1697.7020134923566,2807.723368129531,1815.4152435398119,3548.5116804978966,2027.5920878896409,2481.917961847021
2015-06-02,1687.3847819075788,2801.1698426899397,1824.6369570821244,3548.3559951551233,2018.7928141357845,2493.0982477599086
2015-06-03,1688.3227568240793,2795.440622257336,1821.0075684460494,3536.797710640329,1997.4375118799774,2536.956809173436
2015-06-04,1697.2639330329046,2790.1387260440774,1810.4963201866358,3586.195782448254,2013.683168769998,2561.5282924078456
2015-06-05,1693.7504463742112,2789.8668434432298,1815.00014907142,3561.7771512348295,2039.3062741672459,2576.8858409880877
2015-06-08,1684.900512623554,2804.699046359219,1817.077668808397,3537.271119267869,2059.056409521551,2596.928709783024
2015-06-09,1678.6813709467874,2830.695941334009,1803.2664742239303,3614.1495141765786,2111.323665160704,2635.6837661124127
2015-06-10,1685.2683883111672,2813.7911996554303,1788.7471588158587,3651.390395849544,2102.712937086416,2665.41950251954
2015-06-11,1686.0330678969021,2781.4200413638387,1761.5374576948384,3566.2268560887587,2116.3664166675503,2681.9321729942744
2015-06-12,1699.8624854626169,2753.9088158561094,1767.8525978483544,3547.956308696419,2092.4849626092296,2712.012172992216
2015-06-15,1681.220552325495,2741.954556026242,1746.6262522404184,3485.5523776191426,2089.4690415192954,2684.118272646055
2015-06-16,1669.0815583470137,2733.766536671806,1747.6266580863085,3454.273407690606,2059.7140057695005,2645.2263721435675
2015-06-17,1682.8785858081326,2714.178744080782,1758.915645624181,3347.707981554499,2072.518781933724,2650.796735285148
2015-06-18,1670.2879005031987,2680.456364093671,1763.5190665958323,3344.9184921017045,2066.2633516124947,2654.039850842405
2015-06-19,1694.3043138656801,2669.673535670619,1751.7160748541824,3308.522539881073,2024.9228553939638,2641.0333286267864
2015-06-22,1719.0281216725525,2675.9593343776164,1768.5822585446829,3312.291959403762,2012.1457318659625,2664.2712001557966
2015-06-23,1743.8943971408823,2693.3325924937717,1762.325612548385,3260.2586361583662,2049.316494754713,2616.083638119282
2015-06-24,1729.4853653357238,2679.7841002091436,1739.771793654051,3264.7348632872768,2058.8420195250974,2603.516301393893
2015-06-25,1731.7589280194766,2670.1788467140523,1735.7848710452524,3252.9703157125978,2075.799808292194,2592.3109864698336
2015-06-26,1724.1618782360958,2646.8960720100836,1746.9206263461085,3303.6091630177843,2079.5422254447726,2551.3120560796056
2015-06-29,1741.02562261105,2647.517611118172,1736.0985695160364,3352.0492521673223,2076.9087359848863,2590.848514069151
2015-06-30,1771.6973373726928,2626.514065588104,1752.3012523514242,3380.221364448676,2078.3766508858325,2557.06119614918
2015-07-01,1788.1540267472217,2643.019188341488,1739.7714265809882,3371.049557382782,2084.6265172938297,2543.430429981964
2015-07-02,1789.3091328690607,2597.2840367028534,1729.7023280210528,3439.8470739880204,2062.9214046442485,2567.9346805684545
2015-07-03,1783.7638964101643,2589.388300131655,1712.5705072657956,3388.3386202242414,2079.810376198685,2585.9532434685552
2015-07-06,1796.3375203288142,2598.6301750574366,1725.2352340194625,3342.672200877433,2104.302921910532,2558.7394837041475
2015-07-07,1775.3762068378712,2604.862115081121,1725.2824927519828,3341.7428956646754,2101.344112838453,2577.635033843577
2015-07-08,1785.895189370447,2676.474744398834,1709.3477004325428,3418.9436807500256,2091.533287990369,2586.552145800536
2015-07-09,1770.5657980463159,2687.344764771117,1703.5379973611423,3413.951785947367,2077.1942162855153,2648.354383078523
2015-07-10,1782.5534951434383,2661.8808773522837,1652.1823809676018,3409.62498223813,2114.9103090685,2660.548645964383
2015-07-13,1780.695057636258,2660.8484958673753,1665.9723658277528,3362.393833446623,2106.5439247568993,2658.2988465462313
2015-07-14,1774.7936462718965,2615.098066686189,1664.0749433361207,3396.1113616514585,2121.5039289594897,2637.041809991575
2015-07-15,1760.0897386979643,2614.481613524408,1624.9823075194051,3430.418985705221,2118.691943456769,2618.919624396953
2015-07-16,1754.8174685763272,2594.1969864053794,1602.2409735206927,3459.4497536165927,2114.742054220573,2598.791404345018
2015-07-17,1765.58315852436,2619.4323465855764,1596.405252558744,3439.6669235011204,2099.7828328027476,2635.914371596516
2015-07-20,1785.0293606995606,2606.5448190102848,1576.3443859924278,3417.3378628221963,2080.616935149531,2637.904835607099
2015-07-21,1795.4568361503432,2605.0056180217216,1589.7600831795587,3375.119806833859,2097.2126699581477,2654.337971047889
2015-07-22,1820.984134996988,2589.957215038361,1597.3346247293991,3379.9043014086265,2077.602951084744,2696.0676907257684
2015-07-23,1868.2790674260345,2636.4963347757234,1604.0049581128637,3345.349789365067,2088.4184281036764,2634.0471176930764
2015-07-24,1863.3044826536445,2629.561890017595,1563.165041511159,3307.908930128201,2091.5261882176574,2669.26693816239
2015-07-27,1860.5566292961805,2679.285635502249,1555.8640642618957,3295.8252694054518,2108.4891599797847,2672.3043390997273
2015-07-28,1834.8534499282666,2702.6681704038015,1545.9212691939088,3281.63368750963,2096.8631531359483,2685.4951508080294
2015-07-29,1857.779193830153,2717.284161990829,1532.080286955988,3265.906567744928,2120.743825129571,2664.8256640103295
2015-07-30,1883.013344757553,2728.904162931348,1526.621859747729,3283.063823211863,2118.998647350538,2646.272490850516
2015-07-31,1867.7971089999073,2741.2623993668967,1510.330192916764,3287.5982248261857,2175.1682552807524,2660.771762563034
2015-08-03,1880.4397584676287,2690.043596121872,1514.475366157561,3280.072189397187,2141.345644004933,2725.796549987684
2015-08-04,1904.4430311336475,2684.1394089984024,1526.9842026356062,3288.0235229102095,2194.6295009722025,2754.7639648277877
2015-08-05,1909.8869695128737,2708.4234710447035,1538.2831235924273,3257.380436160697,2193.1634961882723,2791.267046577188
2015-08-06,1927.2121881491498,2708.716917251412,1537.0805016613958,3262.755452115496,2199.3599257022674,2787.5750513174726
2015-08-07,1931.7359271451044,2672.2767333220345,1568.7310852153644,3269.623524952379,2187.386769414127,2772.5135726609656
2015-08-10,1909.3897252946917,2672.481339407838,1587.556425890964,3222.4433221541485,2154.3830355030914,2752.530850747472
2015-08-11,1930.5757859159148,2719.6327423350226,1586.900237434178,3256.4697044743407,2144.2968215560613,2740.7486766322277
2015-08-12,1957.3237978674001,2755.185959101587,1580.205361495942,3229.7326113055124,2137.7503126876363,2686.142162235241
2015-08-13,1972.8855455496023,2755.145932200417,1602.3057721699588,3234.605019013427,2142.9525908824357,2668.296290117562
2015-08-14,1955.2522165276994,2783.0324960509215,1619.4231128449462,3274.232984199354,2168.2791173819714,2654.9644259105103
2015-08-17,1941.755032196945,2774.526669324677,1597.5681593554577,3306.5350010439274,2173.734640940431,2651.9249495363338
2015-08-18,1920.9900725329267,2728.9457783270404,1615.889998519971,3309.6884476785576,2179.585867281327,2657.037512066481
2015-08-19,1936.9568596958895,2705.387650242958,1614.3843768139507,3299.716307710267,2189.2973444715853,2668.294008995333
2015-08-20,1962.7134916582963,2749.329816295199,1601.4765062900847,3333.006145981248,2152.2200090248475,2669.5329626566913
2015-08-21,1972.2523534372679,2743.48816278636,1570.765178344069,3357.544154344258,2117.762816773341,2655.653378733274
2015-08-24,1992.0185096544392,2738.5030462550553,1567.5099331950375,3338.8530996276795,2087.3663077177816,2605.151299086018
2015-08-25,1975.9667114300146,2731.985332802567,1568.2875408332447,3314.377362081177,2080.865446561134,2591.7745454823553
2015-08-26,1980.0738649366772,2785.6997197659166,1594.1536397433786,3247.7463911749946,2043.2075756817273,2568.177550366325
2015-08-27,1954.1800446576954,2832.72539687349,1610.4042020057962,3254.7674661912847,2030.3836611316449,2581.743123614096
2015-08-28,1940.3156735142577,2897.3423680225587,1602.020783491857,3254.10383364884,2003.8680473652255,2606.8272259111227
2015-08-31,1958.576726404012,2894.5440999018224,1609.2588270018173,3293.109346843314,2014.8929310661274,2632.922498761672
2015-09-01,1955.1105577047333,2904.913663575106,1623.5630471883278,3306.995590331903,2024.972962547625,2654.5012309721483
2015-09-02,1979.9826537133758,2862.6800973332133,1625.9778285223604,3353.194492551756,2020.156200312842,2652.6231800206615
2015-09-03,1991.8801896868365,2906.761516001722,1617.4540748152797,3331.920709670591,1983.0453248181948,2640.446985761055
2015-09-04,2047.6031848494326,2874.650686127156,1609.8668040959374,3371.9449255545032,1979.5936619894874,2622.3858652442905
2015-09-07,2050.8180116013223,2882.700125357501,1617.0904700092224,3356.2425392190007,1987.3509980486585,2584.5117961041274
2015-09-08,2023.2752563160886,2852.8955890713855,1624.7938474941427,3384.4681427112596,2004.72280671904,2611.7847491096313
2015-09-09,2023.862311454919,2837.9086986074685,1621.0664100480376,3337.2475813286615,2041.1476051965265,2608.88132485625
2015-09-10,2005.66133656751,2815.9556121246605,1579.6407807673863,3347.220348160823,2065.2779496204066,2578.0275594738273
2015-09-11,2026.5408381872421,2800.6360536746247,1560.2637308630851,3282.925611971666,2069.999687274871,2558.36641014297
2015-09-14,2028.6885509140477,2787.3295730654527,1570.9310683891265,3276.256732591519,2065.4199753072426,2537.82338604537
2015-09-15,2027.205127190832,2773.8355732726004,1538.4648169698432,3292.785562844176,2051.400223024416,2540.5432729410704
2015-09-16,2025.992187247085,2798.734441936808,1557.6722470058724,3277.7484228604953,2080.529309659635,2569.2963065386207
2015-09-17,2042.2971550317102,2769.616007506034,1574.8160767881263,3245.4301782534135,2085.336144483961,2562.011295656119
2015-09-18,2034.3757954923728,2777.5132484700575,1576.480553981055,3274.986814626265,2099.8321764525035,2505.956116343092
2015-09-21,2051.50106638788,2813.140528068882,1586.9275138351682,3273.718814271468,2088.79809020973,2502.837823101742
2015-09-22,2074.282240243879,2800.5291101726702,1596.3485815193294,3259.816045645465,2064.233478504254,2500.552696953877
2015-09-23,2068.5343547614066,2782.2450280562944,1595.5211334352985,3263.3019381637955,2057.3121369477153,2496.5547908064136
2015-09-24,2050.7271483792383,2777.6448906394403,1574.6404918887265,3351.4716156093796,2052.4210277788206,2482.517272667259
2015-09-25,2041.5473946386555,2812.22813721218,1590.9002958379003,3392.3204938672534,2057.69787745462,2489.537094497167
2015-09-28,2057.3813407754674,2819.5282292059296,1614.3295847032823,3433.979884188167,2043.871020150996,2492.813758558331
2015-09-29,2060.634052789489,2806.4006876458525,1595.878285415315,3451.1898603572863,2045.722575345934,2493.83058803527
2015-09-30,2074.972759307286,2821.825823543192,1574.405896232121,3459.2052444649794,2071.1605414094197,2505.761222276186
2015-10-01,2112.9208016445796,2792.5808638611593,1573.2898148422503,3378.5997282385038,2037.875878152121,2496.6421315291136
2015-10-02,2119.1962656730734,2813.452892813968,1564.476652865201,3357.891282143785,1996.082058092973,2486.1428733282473
2015-10-05,2103.4560550952524,2826.8111628381107,1567.7799167064466,3343.976789317585,2022.2727782807608,2522.1003512282405
2015-10-06,2127.0937997507667,2819.985134579415,1587.758575259716,3283.499026306989,1994.0157125871383,2537.880865177875
2015-10-07,2129.6002743361782,2798.2117186422465,1553.1582093268999,3247.677988865378,1987.762535410156,2560.5548217506175
2015-10-08,2149.5985441626167,2775.2645373008354,1578.7525004614336,3185.51023879567,2001.1818141350166,2593.655614872375
2015-10-09,2173.9524875649195,2791.959748768499,1573.3861015302737,3186.415902385685,2001.3324709057981,2609.0281790023614
2015-10-12,2154.5583405046764,2828.140029827367,1582.4908541727502,3214.6366971931225,2001.2044984913757,2634.9953719975133
2015-10-13,2185.7786764032994,2812.011829058334,1593.3429069556855,3252.370307649428,2003.9947479717819,2595.145986359049
2015-10-14,2207.030817282324,2826.7905335678915,1606.1296546169813,3268.045237403095,2055.815720842456,2602.1872257084724
2015-10-15,2195.187940227556,2769.697269441727,1608.2050111325639,3238.760620994098,2093.8057893495147,2599.1839943378927
2015-10-16,2203.3516735406397,2755.3730980097407,1614.0428549665296,3178.3699762563992,2080.692656347385,2644.543061144376
2015-10-19,2210.5078605774906,2756.379360179468,1619.798547610888,3124.678097406202,2103.964520631978,2670.862200585509
2015-10-20,2212.533701125078,2733.171492211429,1610.6860682626984,3087.1423249780596,2116.0249055251466,2655.8324290792175
2015-10-21,2233.3262666671026,2709.4295874656586,1583.4621473008356,3061.7965460461037,2117.047662198908,2667.5351642219634
2015-10-22,2266.945395983219,2693.1785108101935,1565.2332796864032,3058.986860439964,2099.2668705038905,2673.821582070924
2015-10-23,2268.655176708457,2702.882264155982,1564.6678841765201,3030.0473653264958,2110.1722236351316,2687.790890423469
2015-10-26,2300.396607612937,2699.663657507046,1553.4248352135357,3042.386456848063,2105.1542977886293,2662.240911875277
2015-10-27,2324.702208879843,2641.0849849410215,1542.300517547461,3037.4001973170843,2098.603486894247,2673.6458702652053
2015-10-28,2331.6950981727123,2586.884946547602,1571.107033612665,3039.801490393046,2083.943491832549,2669.3776740997096
2015-10-29,2337.4036336004,2572.96174477851,1585.6796371153791,3076.549439029754,2106.209719669683,2678.749652264464
2015-10-30,2312.071020099947,2586.5073361736113,1582.7730316960276,3042.3548468035806,2091.4880403958628,2661.1874308072643
2015-11-02,2278.9652498206256,2517.2250745045576,1594.5003802412803,3057.189566072185,2076.999396272162,2647.4514118802595
2015-11-03,2284.2992458813214,2506.383397276874,1588.8998892226598,3058.872774895796,2094.5909245651455,2680.3558611408366
2015-11-04,2266.327059333579,2494.926990113714,1591.758035978696,3050.787329955971,2093.0163831766677,2654.0243433335804
2015-11-05,2266.999024005173,2531.293641281559,1599.890562298714,3079.9083887213487,2092.008963339134,2629.9133730640538
2015-11-06,2256.451812894511,2523.304651028843,1594.3198530431862,3109.119070776052,2115.069310095115,2630.3823278075165
2015-11-09,2217.6643627841454,2534.7233081135523,1584.5034399596177,3081.8535920400363,2144.32578442862,2611.907798643652
2015-11-10,2227.133098698929,2540.0695830937952,1605.00051500378,3078.3866213681067,2100.1916695725286,2590.611234140789
2015-11-11,2219.4552184572117,2487.724402160471,1615.9771457354138,3089.1917806414995,2098.952866997477,2595.1413067560197
2015-11-12,2222.7868830165676,2508.5745259115583,1580.6729290093697,3082.917828502305,2070.8195223648154,2557.897064866295
2015-11-13,2204.4914847687655,2515.734825471902,1571.2189331653512,3103.1127230742295,2064.2600598429513,2533.9058899172096
2015-11-16,2198.657120900942,2530.286536360971,1560.0457865430133,3114.0155477728413,2065.569276641422,2587.7325072667777
2015-11-17,2234.509773672716,2631.409917413301,1551.4521676235192,3173.2703587407823,2059.6912174896734,2601.4411834571943
2015-11-18,2238.9554114607636,2578.4209440076775,1565.9241893935878,3126.9445295640558,2040.0237857958725,2583.851259355187
2015-11-19,2252.8391656263884,2624.7092707296365,1567.3292814306913,3125.3212480016487,2019.5116861853242,2596.479531642329
2015-11-20,2225.7999471632797,2619.0187896042444,1546.656421416458,3099.1354552268676,2035.6391967816264,2613.044389506882
2015-11-23,2280.5501417041096,2628.3972728591134,1541.823858517029,3120.0505917652126,2068.3228576014917,2640.8779373404523
2015-11-24,2324.206598029614,2629.0640697044428,1551.2693620313848,3071.8055398591678,2027.1715943124887,2639.391787716605
2015-11-25,2357.5458220174887,2619.777237177062,1548.963463873285,3084.6245479314384,2021.969475870121,2667.0393329648714
2015-11-26,2378.76096048271,2606.7119740575854,1540.0792353704694,3067.383592067994,2038.2075184043442,2614.569863671694
2015-11-27,2380.8156433382005,2617.1581543095776,1546.2773178385219,3047.0490177958827,2038.9948604729811,2588.814383613815
